02+0306.  03+0001.  04+17.00  05+00.00  06+00.00  07+220.7  08+24.66  09+577.0  10+718.8  11+13.64
02+0306.  03+0001.  04+18.00  05+00.00  06+00.00  07+218.2  08+23.43  09+549.9  10+691.7  11+13.65
02+0306.  03+0001.  04+19.00  05+00.00  06+00.00  07+187.4  08+23.43  09+563.5  10+715.1  11+13.64
02+0306.  03+0001.  04+20.00  05+00.00  06+00.00  07+201.0  08+25.89  09+547.5  10+700.3  11+13.64
02+0306.  03+0001.  04+21.00  05+00.00  06+00.00  07+181.3  08+24.66  09+549.9  10+699.1  11+13.64
02+0306.  03+0001.  04+22.00  05+00.00  06+00.00  07+183.7  08+23.43  09+556.1  10+723.8  11+13.64
02+0306.  03+0001.  04+23.00  05+00.00  06+00.00  07+182.5  08+23.43  09+562.2  10+721.3  11+13.65
02+0306.  03+0001.  04+24.00  05+00.00  06+00.00  07+212.1  08+24.66  09+552.4  10+712.7  11+13.64
02+0306.  03+0001.  04+25.00  05+00.00  06+00.00  07+203.4  08+24.66  09+565.9  10+725.0  11+13.65
02+0306.  03+0001.  04+26.00  05+00.00  06+00.00  07+194.8  08+23.43  09+549.9  10+707.7  11+13.64
02+0306.  03+0001.  04+27.00  05+00.00  06+00.00  07+188.6  08+23.43  09+558.5  10+701.6  11+13.64
02+0306.  03+0001.  04+28.00  05+00.00  06+00.00  07+183.7  08+23.43  09+574.6  10+720.1  11+13.65
02+0306.  03+0001.  04+29.00  05+00.00  06+00.00  07+187.4  08+24.66  09+562.2  10+711.4  11+13.64
02+0306.  03+0001.  04+30.00  05+00.00  06+00.00  07+183.7  08+24.66  09+565.9  10+696.6  11+13.64
02+0306.  03+0001.  04+31.00  05+00.00  06+00.00  07+291.0  08+25.89  09+559.8  10+704.0  11+13.65
02+0306.  03+0001.  04+32.00  05+00.00  06+00.00  07+255.2  08+25.89  09+556.1  10+715.1  11+13.64
02+0306.  03+0001.  04+33.00  05+00.00  06+00.00  07+256.5  08+25.89  09+557.3  10+713.9  11+13.64
02+0306.  03+0001.  04+34.00  05+00.00  06+00.00  07+225.6  08+24.66  09+562.2  10+713.9  11+13.64
02+0306.  03+0001.  04+35.00  05+00.00  06+00.00  07+244.1  08+24.66  09+564.7  10+721.3  11+13.64
02+0306.  03+0001.  04+36.00  05+00.00  06+00.00  07+207.1  08+24.66  09+549.9  10+717.6  11+13.65
02+0306.  03+0001.  04+37.00  05+00.00  06+00.00  07+182.5  08+24.66  09+561.0  10+709.0  11+13.64
02+0306.  03+0001.  04+38.00  05+00.00  06+00.00  07+182.5  08+24.66  09+574.6  10+721.3  11+13.65
02+0306.  03+0001.  04+39.00  05+00.00  06+00.00  07+204.7  08+25.89  09+564.7  10+715.1  11+13.64
02+0306.  03+0001.  04+40.00  05+00.00  06+00.00  07+192.3  08+24.66  09+559.8  10+713.9  11+13.64
02+0306.  03+0001.  04+41.00  05+00.00  06+00.00  07+205.9  08+25.89  09+568.4  10+729.9  11+13.64
02+0306.  03+0001.  04+42.00  05+00.00  06+00.00  07+201.0  08+24.66  09+573.3  10+722.5  11+13.64
02+0306.  03+0001.  04+43.00  05+00.00  06+00.00  07+193.6  08+24.66  09+549.9  10+704.0  11+13.65
02+0306.  03+0001.  04+44.00  05+00.00  06+00.00  07+193.6  08+24.66  09+549.9  10+704.0  11+13.65
02+0306.  03+0001.  04+45.00  05+00.00  06+00.00  07+213.3  08+24.66  09+557.3  10+716.4  11+13.64
02+0306.  03+0001.  04+46.00  05+00.00  06+00.00  07+213.3  08+24.66  09+557.3  10+716.4  11+13.64
02+0306.  03+0001.  04+47.00  05+00.00  06+00.00  07+194.8  08+24.66  09+572.1  10+715.1  11+13.65
02+0306.  03+0001.  04+48.00  05+00.00  06+00.00  07+205.9  08+24.66  09+547.5  10+706.5  11+13.64
02+0306.  03+0001.  04+49.00  05+00.00  06+00.00  07+263.9  08+27.13  09+563.5  10+707.7  11+13.65
02+0306.  03+0001.  04+50.00  05+00.00  06+00.00  07+210.8  08+25.89  09+565.9  10+713.9  11+13.64
02+0306.  03+0001.  04+51.00  05+00.00  06+00.00  07+186.2  08+25.89  09+563.5  10+717.6  11+13.64
02+0306.  03+0001.  04+52.00  05+00.00  06+00.00  07+224.4  08+25.89  09+558.5  10+720.1  11+13.64
02+0306.  03+0001.  04+53.00  05+00.00  06+00.00  07+240.4  08+25.89  09+572.1  10+717.6  11+13.65
02+0306.  03+0001.  04+54.00  05+00.00  06+00.00  07+214.5  08+24.66  09+575.8  10+737.3  11+13.64
02+0306.  03+0001.  04+55.00  05+00.00  06+00.00  07+193.6  08+24.66  09+561.0  10+697.9  11+13.64
02+0306.  03+0001.  04+56.00  05+00.00  06+00.00  07+185.0  08+24.66  09+570.9  10+718.8  11+13.65
02+0306.  03+0001.  04+57.00  05+00.00  06+00.00  07+189.9  08+24.66  09+569.6  10+721.3  11+13.65
02+0306.  03+0001.  04+58.00  05+00.00  06+00.00  07+197.3  08+24.66  09+561.0  10+726.2  11+13.64
02+0306.  03+0001.  04+59.00  05+00.00  06+00.00  07+204.7  08+25.89  09+572.1  10+726.2  11+13.64
02+0306.  03+0002.  04+00.00  05+00.00  06+00.00  07+193.6  08+25.89  09+570.9  10+734.9  11+13.64
